776	058e572d251d42263f86faa6ec1ca6c549d2e8e6
446568	070ef020a834da7ec7523f2947eeb60e4bb63eda
282984	0809ac51520731190dfd611d7beac67cfd0e2e87
1044	0c51a9461c898962026f07418a42e4eedc91de99
4228	0f5af0a0d2e2568781d0dca9bc64d1bf26c8d485
288	18c699fd2f3da2b5f1b58f6d4767291fe1ef1416
446640	1a2b5d62cde8555e5932907b28189585a2bf99d2
836	202a2346ae8fb5e1b31483ac74950b9bf80c9d24
27656	2e39b07921b628dc125fcfed631f18f8f33c2b33
11580	32d1a9d0d0bd2e3d19d4bd9185b6e32eb049e227
28396	3648a54b68d10a6470e7b7d5db6a7a29f0b5ab33
25868	3dc5caef478bdd334886acaa399928f2a6e322ff
304	3e6fb12279bf43906990cdfa7f548afdb26fc38c
11512	3ec0d19076841a1140e71cc3a1b330a56099aac2
1582464	4821a0cc9ddf47ce0bf463e21fe16a5ba7087861
200	48a8830bcfcea9791ddcc77912c56b6d5cb08cdf
48360	4bd92f98342b13d532a3fabf765c8303e52fad2e
172	4e913fc5d8b778527987b6efc461e20e766daa51
1056	522a4b0fac95d626d8abbe10c4cf9908beb0a03d
104648	564202a08cb4c3397d26cbcc51510103d0f287d3
4	5b7c5d19cde5d0833b7dd71c493bb2187c4654d7
496	6b88931bbf6960e60080fe415143724c95186af9
50952	7aea8224895fc71bef81d1fc9fb76e4e2e4740c0
965248	7b9990b6ccd66bda315501527b2767831cbc65a2
356	819d86dcdbd9b6e97667f1a0e659aca22853fff2
9172	847072963d0ce9777a844a563df4723b177dc5f8
204584	8afd415368dd5f94c3f50604b45070e476183f50
12932	a39971474fe6c77626f533d2a4ed4a6f7ac07477
1152	aafd1894a2c225b76f1a3500daba78f8937764b8
176	ba578221d346dcfe41294161c88b58f533a0d89f
184	bcf62484af78b9303de0d12bbaa71c3ed95b3b55
148	c6e1595ea61e8c93ce30f464fd4589cf907c20cb
572	c9ad79d523b67c3aa85d7774dac0979f54a69323
696128	d596cbbfad41b259da541c1e3dfc03f1c68897fa
31192	de2f27c62300a77b4008a602a72413d78024a23b
452	e5c7c578b5085261997f9a3263a7aad71a1340d3
168	e604a8422868bae09bad9e7523da77a1f744d7a0
71860	e900d135c30d76f541a88d7fedf1c932944b062f
1448	e9cccbaa54f2e73180bf13e2ae02cf2af4df51f7
4	ef6882fa7ee1ce52310a874de596096278c21457
140	f5167b97c9ff19c042684f131a6912a48c5357e6
196	f8e818fa436ea3a551e53c15bf3526e6f36a2263
996	fe65d56e3cc59fe4aacb04c7fc8181f8f5ecdb85
